Question,Predicted_Label
안녕?,2
날씨,2
오늘의 날씨는?,2
대체 음란찜이 뭐야?,2
오늘 냉장고에 뭐가 있을가,2
안녕?,2
안녕,2
안녕,2
너 뭐 할수있어?,2
오늘은 돼지고기 많이 썰어 넣은 얼큰한 김치찌개가 먹고 싶어,2
어떻게해서 이게 뚝배기짬뽕라면으로 이어져??,0,뚝배기짬뽕라면을 만들기 위해 필요한 재료입니다: ['라면 2개'  '홍합 10개'  '오징어 1/2 마리'  '양파 1/2개'  '호박 1/4개'  '당근 1/4개'  '다진마늘 2큰술'  '소금 약간'  '국간장 1큰술'  '참기름 약간'] 조리 과정은 다음과 같습니다: ['Step 1: 홍합은 겉면의 지저분한 것을 떼어내고 잘 씻어놓는다 '  'Step 2: 오징어도 껍질을 벗기고 칼집을 넣은 뒤 알맞은 크기로 썰어준다 '  'Step 3: 호박은 반달썰기하고 양파와 당근은 채썬다 '  'Step 4: 냄비에 기름을 두르고 다진 마늘을 넣어 살짝 볶은 후 홍합과 오징어를 넣고 볶아준다 '  'Step 5: 해물을 볶다가 야채를 마저 넣고 볶은 후 한숨 가라 앉으면 고춧가루를 넣어 중간 불에서 볶는다 '  'Step 6: 5에 물을 넣고 끓으면 라면과 분말수프  국간장을 넣어 한소끔 끓인 후 소금으로 간을 맞추어 참기름으로 마무리한 뒤 상에 낸다 ']
미안해,1,모든 재료가 포함된 요리: 해초 김밥
해초 김밥은 얼마야? ,0,해초 김밥을 만들기 위해 필요한 재료입니다: ['모둠 건 해초: 2봉지 (14g)'  '두부: 1⁄2모 (100g)'  '밥: 2공기'  '김밥용 김: 3장'  '오이: 1개'  '당근: 1⁄2개'  '식용유: 적당량'  '소금: 약간'  '들기름: 1큰술'  '식초: 1큰술'  '설탕: 1큰술'  '간장: 1⁄2큰술'  '통깨: 약간'  '간장: 1큰술'  '설탕: 1⁄2큰술'  '소금: 1⁄2큰술'  '식초: 2큰술'  '물: 1큰술'  '소금: 1작은술'] 조리 과정은 다음과 같습니다: ['Step 1: 해초는 찬물에 담가 3~4분간 불려주세요  불린 해초는 체에 밭쳐 물기를 빼고 해초 양념에 버무려주세요  (해초는 물기를 꽉 짜야 김밥을 말을 때 물이 생기지 않아요)'  'Step 2: 두부는 면포에 감싸 물기를 꽉 짜주세요  달군 팬에 들기름 1큰술을 두르고 물기를 뺀 두부와 두부 양념을 넣고 볶아주세요 '  'Step 3: 오이는 얇게 채를 썰어 절임 물에 10분간 절인 후 물기를 꽉 짜주세요  당근도 채를 썰어 주세요 '  'Step 4: 달군 팬에 기름을 약간 두르고 당근을 넣은 후 소금 간을 해 볶아주세요 '  'Step 5: 밥에 밥 양념을 넣고 잘 섞어주세요 '  'Step 6: 김에 밥을 얇게 펼치고 해초와 두부  당근  오이를 넣어 김밥을 말아주세요 '  'Step 7: 김밥에 들기름을 바른 후 먹기 좋게 썰어 맛있게 즐겨주세요 ']
오늘은 비빔밥이나 해먹을까?,2,"챗봇: 요리명 기반, 혹은 재료명 기반으로 질문을 해주세요. 그 외 질문은 처리할 수 없습니다.."
비빔밥 먹고싶다,0,비빔쌀국수를 만들기 위해 필요한 재료입니다: ['쌀국수 500g'  '쇠고기(우둔) 200g'  '양파 1/2개'  '새우 8마리'  '상추 8잎'  '레몬 1개'  '육수 1과1/2컵'  '간장 3큰술'  '식초 1/4컵'  '설탕 2큰술'  '실파 1/2컵'  '다진고추 2큰술'  '소금 약간'  '후추 약간'  '다진마늘 1/2큰술'  '다진파 1큰술'] 조리 과정은 다음과 같습니다: ['Step 1: 쌀국수는 끓는 물에 삶아서 찬물에 헹궈 물기를 뺀다 '  'Step 2: 쇠고기는 분량의 양념에 재웠다가 간이 어느정도 배면 볶아낸다 '  'Step 3: 양파는 채썰어서 소금  설탕  레몬즙에 절여둔다 '  'Step 4: 새우는 내장을 빼내고 레몬과 소금을 넣은 끓는 물에 데친 후  색이 변하면 꺼내어 식혀 껍질을 벗겨둔다 '  'Step 5: 숙주는 다듬어 약한 소금물에 살짝 데친다 '  'Step 6: 상추는 씻어서 물기를 뺀뒤 1cm 폭으로 썰어둔다 '  'Step 7: 그릇에 쌀국수를 담고 양파  불고기  숙주  상추  새우를 얹어 양념장을 곁들여 낸다 ']
쌀국수 레시피 알려줘,1,모든 재료가 포함된 요리: 상하이 볶음 쌀국수  비빔쌀국수
쌀국수레시피,1,재료가 가장 많이 포함된 요리: 상하이 볶음 쌀국수  비빔쌀국수
쌀국수 먹을래,1,재료가 가장 많이 포함된 요리: 상하이 볶음 쌀국수  비빔쌀국수
쌀국수 먹고 싶어,1,재료가 가장 많이 포함된 요리: 상하이 볶음 쌀국수  비빔쌀국수
쌀국수 먹을래,1,재료가 가장 많이 포함된 요리: 상하이 볶음 쌀국수  비빔쌀국수
비빔밥 먹을래,0,비빔쌀국수를 만들기 위해 필요한 재료입니다: ['쌀국수 500g'  '쇠고기(우둔) 200g'  '양파 1/2개'  '새우 8마리'  '상추 8잎'  '레몬 1개'  '육수 1과1/2컵'  '간장 3큰술'  '식초 1/4컵'  '설탕 2큰술'  '실파 1/2컵'  '다진고추 2큰술'  '소금 약간'  '후추 약간'  '다진마늘 1/2큰술'  '다진파 1큰술'] 조리 과정은 다음과 같습니다: ['Step 1: 쌀국수는 끓는 물에 삶아서 찬물에 헹궈 물기를 뺀다 '  'Step 2: 쇠고기는 분량의 양념에 재웠다가 간이 어느정도 배면 볶아낸다 '  'Step 3: 양파는 채썰어서 소금  설탕  레몬즙에 절여둔다 '  'Step 4: 새우는 내장을 빼내고 레몬과 소금을 넣은 끓는 물에 데친 후  색이 변하면 꺼내어 식혀 껍질을 벗겨둔다 '  'Step 5: 숙주는 다듬어 약한 소금물에 살짝 데친다 '  'Step 6: 상추는 씻어서 물기를 뺀뒤 1cm 폭으로 썰어둔다 '  'Step 7: 그릇에 쌀국수를 담고 양파  불고기  숙주  상추  새우를 얹어 양념장을 곁들여 낸다 ']
비빔국수 레시피 알려줘,0,비빔국수를 만들기 위해 필요한 재료입니다: ['국수 400g'  '쇠고기(우둔) 100g'  '배추김치 1/4포기'  '오이 1개'  '계란 1개'  '홍고추 1/2개'  '설탕 1큰술'  '진간장 2큰술'  '깨소금 1작은술'  '참기름 1작은술'] 조리 과정은 다음과 같습니다: ['Step 1: 쇠고기는 다져서 분량의 양념을 한 후 덩어리지지 않게 볶는다 '  'Step 2: 배추김치는 송송 썰어서 설탕  깨소금  참기름으로 무치고  홍고추는 잘게 다져 놓는다 '  'Step 3: 오이는 얇게 썰어 소금에 절였다가 꼭 짜 참기름에 파랗게 볶는다  계란을 황백으로 나누어 지단을 부쳐 채썰어둔다 '  'Step 4: 국수는 매끄럽게 삶아 여러 번 헹구어 간장  설탕  참기름을 넣고 무친다 '  'Step 5: 그릇에 국수사리를 담고 준비한 고기와 오이볶음  김치  지단채  다진 고추를 얹어낸다 ']
오징어 회무침 먹고싶네,0,오징어 회무침을 만들기 위해 필요한 재료입니다: ['오징어 (중간\xa0사이즈): 2마리'  '양파: 1⁄2개'  '당근: 1⁄3개'  '대파: 1⁄3대'  '배: 1⁄4개'  '통깨: 약간'  '고추장: 3큰술'  '고춧가루: 2큰술'  '간장: 1큰술'  '맛술: 1큰술'  '설탕: 1큰술'  '매실청: 1큰술'  '식초: 1큰술'  '다진 마늘: 1큰술'  '참기름: 1작은술'  '후춧가루: 약간'] 조리 과정은 다음과 같습니다: ['Step 1: 오징어는 내장과 껍질을 제거하고 깨끗이 씻어 칼집을 넣고 한입 크기로 잘라주세요 '  'Step 2: 볼에 양념 재료를 넣고 고루 섞어주세요 '  'Step 3: 양파와 당근  대파는 오징어 다리와 같은 크기로 자르고 배와 양파는 먹기 좋게 썰어주세요 '  'Step 4: 볼에 오징어 손질한 야채와 양념장을 넣고 고루 섞어주세요 '  'Step 5: 접시에 오징어 무침을 담고 통깨를 뿌려 맛있게 즐겨주세요 ']
김치찌개 어떻게 하는지 알려줘,0,김치찌개를 만들기 위해 필요한 재료입니다: ['배추김치 1/4포기'  '대파 1뿌리'  '청고추 1개'  '홍고추 1개'  '다시마(10cm x 10cm) 1장'  '멸치 한줌'  '무 1/4개'  '물 4컵'  '생강즙 1/2작은술'  '다진마늘 1큰술'  '참기름 1작은술'  '고춧가루 3큰술'  '청주 2큰술'] 조리 과정은 다음과 같습니다: ['Step 1: 잘 익은 배추김치는 속을 털고 5cm 길이로 썬다 '  'Step 2: 냄비에 분량의 육수 재료를 넣고 끓인다 '  'Step 3: 분량의 고춧가루에 다진 마늘  생강즙  청주를 넣고 고루 섞어 양념 고춧가루를 만들어놓은 뒤 30분정도 재워둔다 '  'Step 4: 냄비에 1을 넣고 3과 2의 육수 4컵을 고루 부어 푹 끓인 후 어슷썬 고추와 대파  다진 마늘  참기름을 넣어 마무리한다 ']
김치찌개를 먹을까 하는데,0,김치찌개를 만들기 위해 필요한 재료입니다: ['배추김치 1/4포기'  '대파 1뿌리'  '청고추 1개'  '홍고추 1개'  '다시마(10cm x 10cm) 1장'  '멸치 한줌'  '무 1/4개'  '물 4컵'  '생강즙 1/2작은술'  '다진마늘 1큰술'  '참기름 1작은술'  '고춧가루 3큰술'  '청주 2큰술'] 조리 과정은 다음과 같습니다: ['Step 1: 잘 익은 배추김치는 속을 털고 5cm 길이로 썬다 '  'Step 2: 냄비에 분량의 육수 재료를 넣고 끓인다 '  'Step 3: 분량의 고춧가루에 다진 마늘  생강즙  청주를 넣고 고루 섞어 양념 고춧가루를 만들어놓은 뒤 30분정도 재워둔다 '  'Step 4: 냄비에 1을 넣고 3과 2의 육수 4컵을 고루 부어 푹 끓인 후 어슷썬 고추와 대파  다진 마늘  참기름을 넣어 마무리한다 ']
돼지고기 계란 치즈 콩 두부가 있는데 뭐해먹지?,1,모든 재료가 포함된 요리: 버섯크림 스파게티  투움바파스타  감자수프
소고기 치즈 파스타면,1,모든 재료가 포함된 요리: 양송이새우핑거푸드  투움바파스타  감자수프
냉장고에 팽이버섯이랑 두부랑 미나리가 있는데,1,모든 재료가 포함된 요리: 미소 시루
"김치, 밀가루, 감자, 버섯 이것들로 뭘할까?",0,김치를 만들기 위해 필요한 재료입니다: ['배추 10포기'  '밤 10개'  '대추 10개'  '잣 1/2컵'  '검은깨 적당량'  '뜨거운물 1컵'] 조리 과정은 다음과 같습니다: ['Step 1: 배추의 밑동을 잘라내고 물기를 제거한 후 줄기 쪽은 3cm로 썰어서 소금물에 절인다 '  'Step 2: 밤은 껍질을 벗겨 2∼3등분하고 대추는 씨를 빼고 3cm로 자른다 '  'Step 3: 냄비에 김치를 담고 물을 자작하게 부어 배추 속이 위로 오게 하여 나무주걱으로 젓는다 '  'Step 4: 밤이 익고 윤기가 나게 김칫국물을 부어준다 '  'Step 5: 대꼬챙이로 고정한 후 참기름과 검은깨를 뿌려 마무리한다 ']
"김치, 버섯, 감자",0,김치를 만들기 위해 필요한 재료입니다: ['배추: 1/2통'  '무: 1/2통'  '쪽파: 5개'  '미나리: 한 줌'  '굵은 소금: 2큰술'  '물: 1컵'  '국간장: 1큰술'  '설탕: 2큰술'  '고춧가루: 1큰술'  '다진 마늘: 2큰술'  '다진 생강: 1작은술'  '매실액: 1큰술'  '메밀면: 1인분'  '장김치 채소: 약간'  '장김치 국물: 1/2컵'  '들기름: 2큰술'  '통깨: 약간'  '김가루(생략 가능): 약간'] 조리 과정은 다음과 같습니다: ['Step 1: 배추 반 통을 2등분 한 후 씻어주세요  미나리와 쪽파는 깨끗이 씻어 준비하고 무는 길게 4등분 내주세요 '  'Step 2: 김치는 소를 털어 낸 후 3등분 내주세요  냄비에 양념 재료를 넣고 끓여주세요 '  'Step 3: 물을 넣고 끓어오르면 감자를 넣어 1분 정도 끓여주세요 '  'Step 4: 손질한 배추와 무에 양념을 넣어 버무려주세요  완성된 김치는 먹기 좋게 썰어주세요   (tip  김치의 염도에 따라 마지막에 소금을 가감해 주세요)'  'Step 5: 완성된 김치는 밀폐 용기에 담아 하루 또는 이틀 정도 실온에서 숙성시켰다가 냉장 보관해 주세요  (tip  김치는 용기의 80% 정도만 담는 것이 좋아요  김치가 발효되는 과정에서 가스가 생기기 때문에 유리병의 경우 밀폐하지 말고 뚜껑은 반만 닫아 두었다가 냉장고에 넣을 때 밀폐하여 넣어주세요 ) (tip  1~2달 이내로 드시는 것이 좋아요)']
"버섯, 김치, 감자",0,버섯을 만들기 위해 필요한 재료입니다: ['표고버섯: 3개'  '양파: 1개'  '느타리버섯: 1줌'  '팽이버섯: 1봉'  '부추: 1줌'  '풋고추: 1개'  '홍고추: 1개'  '통깨: 약간'  '물: 1/3컵'  '매실청: 2큰술'  '설탕: 1큰술'  '소금: 약간'  '참기름: 약간'] 조리 과정은 다음과 같습니다: ['Step 1: 표고버섯은 밑동 부분을 제거한 후 0 5cm두께로 슬라이스해주세요  양파는 채썰고  부추는 4cm 길이로 썰어주세요 '  'Step 2: 달군 팬에 약간의 기름을 두르고 버섯  양파  소금을 넣어 2분 정도 볶아주세요  팽이버섯은 밑동을 제거한 후 먹기 좋은 크기로 잘라주세요 '  'Step 3: 감자는 껍질을 제거하고 양파의 1/2개만 익을 정도로 절여주세요  볼에 양념 재료와 버섯  양념 재료를 넣어 섞어주세요 '  'Step 4: 버섯 절인 버섯에 부추를 넣어 가볍게 버무려주세요 '  'Step 5: 완성된 요리를 그릇에 담아 마무리해주세요 ']
"버섯, 김치, 김, 고추장, ",0,버섯을 만들기 위해 필요한 재료입니다: ['표고버섯: 3개'  '느타리버섯: 1줌(100g)'  '양파: 1개'  '당근: 1⁄2개'  '깻잎: 10장'  '대파: 1대'  '청양고추: 1개'  '홍고추: 1개'  '통깨: 약간'  '참기름: 약간'  '식용유: 적당량'  '간장: 2큰술'  '설탕: 1큰술'  '맛술: 1큰술'  '올리고당: 1큰술'  '고춧가루: 1큰술'  '다진마늘: 1큰술'  '설탕: 1작은술'  '후춧가루: 약간'] 조리 과정은 다음과 같습니다: ['Step 1: 표고버섯은 밑동 부분을 자르고 먹기 좋게 슬라이스해주세요  양파와 당근은 채 썰어주세요  깻잎은 채를 썰어주세요 '  'Step 2: 달군 팬에 약간의 식용유를 두르고 양파  당근  깻잎을 넣어 볶아주세요 '  'Step 3: 버섯의 숨이 죽을 때까지 볶다가 양념재료를 넣어 볶아주세요 '  'Step 4: 볼에 양념재료를 넣어 섞은 후  참기름을 넣어 가볍게 섞어주세요 '  'Step 5: 접시에 버섯을 담고 통깨를 뿌려주세요 ']
김치로 뭐 만들까?,0,김치를 만들기 위해 필요한 재료입니다: ['배추 10포기'  '무 1개'  '미나리 1단'  '실파 1단'  '대파 5뿌리'  '물 1컵'  '갓 1/2단'  '배 1개'  '고춧가루 5컵'  '마늘 10톨'  '생강 3쪽'  '멸치젓 2컵'  '설탕 1큰술'  '깨소금 1/2컵'  '[절임용 소금물]'  '소금 4컵'  '물 20컵'] 조리 과정은 다음과 같습니다: ['Step 1: 배추는 속이 꽉 차고 묵직한 것으로 골라 큰 것은 4등분  작은 것은 2등분하고 15% 농도의 소금물에 담갔다가 건진 후 굵은 소금을 뿌려 5시간 동안 절여둔다 '  'Step 2: 잘 절여진 배추는 여러 개의 양푼에 물을 담아 순서대로 흔들어 씻은 후 물기를 빼고 심을 잘라 정리한다 '  'Step 3: 미온수 1컵에 고춧가루를 넣고 잘 섞어 불린다 '  'Step 4: 무  배는 5cm 길이로 채썰고 미나리  실파는 4cm 길이로 썰어두고 대파는 어슷썬다 '  'Step 5: 깨끗이 씻어 껍질을 벗긴 마늘과 생강을 절구에 조금씩 넣어 가면서 곱게 찧는다 '  'Step 6: 불린 고춧가루에 분량의 양념 재료를 넣어 버무리고 준비한 채소를 전부 넣어 소를 만든다 '  'Step 7: 물기를 잘 뺀 배추 사이사이에 소가 한쪽으로 몰리지 않게 골고루 넣고 겉잎으로 감싼다 '  'Step 8: 물기를 말끔히 닦은 항아리에 배추 속이 위로 오게  눌러 담은 후 양념 국물을 붓고 시원한 곳에 두어 익힌다 ']
버섯으로 할 수 있는 요리?,0,버섯을 만들기 위해 필요한 재료입니다: ['표고버섯(말린것) 3개'  '새송이 2개'  '청경채 1송이'  '토마토 1개'  '홍고추(마른것) 1개'  '다시마(10cm x 10cm) 1장'  '녹말가루 2큰술'  '간장 1큰술'  '참기름 약간'  '식용유 약간'  '설탕 약간'  '소금 약간'] 조리 과정은 다음과 같습니다: ['Step 1: 표고를 불리고 불린 물에 다시마를 넣어 따로 보관한다 '  'Step 2: 청경채는 설탕 1작은술  소금 1작은술  식용유 1작은술을 넣고 뿌리쪽부터 데친 다음 펼쳐서 식힌다 '  'Step 3: 토마토는 데쳐 껍질을 벗기고 6~8등분 한다 '  'Step 4: 새송이는 도톰하게 편 썬다 '  'Step 5: 표고는 반으로 잘라서 준비한다 '  'Step 6: 팬을 달구어 식용유를 놓고 말린 홍고추와 생강을 넣고 향을 낸 후 버섯을 볶는다 '  'Step 7: 간장과 버섯 우린 물 1컵  설탕을 넣는다 '  'Step 8: 약불에서 물이 절반 정도로 졸면 소금으로 간을 맞추고 전분을 물에 풀어서 농도를 낸다 '  'Step 9: 참기름을 넣어 마무리한다 ']
콩나물로 할 수 있는 요리?,0,콩나물밥을 만들기 위해 필요한 재료입니다: ['쌀 2컵'  '콩나물 300g'  '쇠고기 100g'  '파 1/2개'  '마늘 2쪽'  '참기름 1큰술'  '깨소금 1큰술'  '고춧가루 약간'  '진간장 4큰술'  '소금 약간'  '통후추 약간'] 조리 과정은 다음과 같습니다: ['Step 1: 쌀은 미리 씻어 불려놓고 콩나물은 씻어 소금물에 살짝 데쳐 놓는다 '  'Step 2: 쇠고기는 곱게 다져 파  마늘  진간장으로 양념하여 볶는다 '  'Step 3: 콩나물 삶은 물을 냄비에 붓고 쌀을 앉혀 밥을 짓다가 끓으면 삶은 콩나물과 쇠고기를 얹어 뜸들인다'  'Step 4: 뜸이 들면 고루 섞어 그릇에 담고 양념장과 함께 낸다 '  'Step 5: **양념장: 간장 4큰술  고춧가루 1큰술  다진마늘 1/2작은술  다진파 1작은술  설탕 1작은술  후춧가루 약간']
소고기로 할수있는 요리?,1,모든 재료가 포함된 요리: 소고기 갈비찜
돼지고기로 뭐할수있나?,1,재료가 가장 많이 포함된 요리: 돼지고기겨자채보쌈
닭고리로는?,0,닭고기를 만들기 위해 필요한 재료입니다: ['닭(안심) 300g'  '두부 70g'  '청고추 1개'  '홍고추 1개'  '간장 1/4작은술'  '소금 1/2작은술'  '마늘 1/2작은술'  '후춧가루 약간'  '간장 4큰술'  '설탕 2큰술'  '청주 1큰술'  '물엿 1/2큰술'  '마늘 2쪽'  '마른고추 1개'] 조리 과정은 다음과 같습니다: ['Step 1: 닭 안심은 곱게 갈아둔다 '  'Step 2: 두부는 으깨어 물기를 없앤다 '  'Step 3: 청고추  홍고추는 반을 갈라 씨를 빼고  곱게 다진다 '  'Step 4: 분량의 부재료와 닭고기를 냄비에 넣고  양념장을 부어 끓이다가 닭고기가 익으면 건져낸다 '  'Step 5: 분량의 간장에 1의 닭고기와 고추를 넣는다 '  'Step 6: 국물이 자작하게 졸아들면 뚜껑을 덮어 약한불로 줄여 1시간 정도 재워둔다 '  'Step 7: 닭고기를 꺼내어 그릇에 담고 양념장을 끼얹는다 ']
